rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_disc,pl_status,pl_mnum,pl_pelink,pl_edelink,st_plx,st_plxerr,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_sp,st_spstr,st_sperr,st_splim,st_spblend
1347,Kepler-306,d,Transit,4,17.326644,0.000137,-0.000137,0,,,,,,,,,0.22,0.021,-0.021,0,,,,,,,,,19h14m09.28s,288.538666,+40d36m58.1s,40.616138,,,,,4954,100,0,0,0.82,,0,0,0.72,0.04,0,0,,,Kepler-306 d,1,0,0,0,0,0,,,,,2.47,0.24,-0.24,0,0.199,0.0043,-0.0043,0,2014,3,0,http://exoplanet.eu/catalog/kepler-306_d/,http://exoplanets.org/detail/Kepler-306_d,,,,,0,,,-22.8,,,,,,,
1348,Kepler-306,e,Transit,4,44.840975,0.000439,-0.000439,0,,,,,,,,,0.203,0.013,-0.013,0,,,,,,,,,19h14m09.28s,288.538666,+40d36m58.1s,40.616138,,,,,4954,100,0,0,0.82,,0,0,0.72,0.04,0,0,,,Kepler-306 e,1,0,0,0,0,0,,,,,2.27,0.15,-0.15,0,0.2285,0.0075,-0.0075,0,2014,3,0,http://exoplanet.eu/catalog/kepler-306_e/,http://exoplanets.org/detail/Kepler-306_e,,,,,0,,,-22.8,,,,,,,
1349,Kepler-307,b,Transit,2,10.416,,,0,,,,,0.01,0.002,-0.002,0,0.285,0.107,-0.041,0,,,,,,,,,19h51m10.83s,297.795135,+40d25m03.7s,40.417702,,,,,5445,,0,0,0.98,0.14,0,0,1.08,0.41,0,0,,,Kepler-307 b,1,0,0,0,0,0,3.1,0.6,-0.5,0,3.2,1.2,-0.46,0,,,,,2013,3,0,http://exoplanet.eu/catalog/kepler-307_b/,,,,,,-2.8,,,-13.1,,,,,,,
1350,Kepler-307,c,Transit,2,13.084,,,0,,,,,0.005,0.002,-0.001,0,0.25,0.094,-0.037,0,,,,,,,,,19h51m10.83s,297.795135,+40d25m03.7s,40.417702,,,,,5445,,0,0,0.98,0.14,0,0,1.08,0.41,0,0,,,Kepler-307 c,1,0,0,0,0,0,1.5,0.5,-0.4,0,2.8,1.05,-0.41,0,,,,,2013,3,0,http://exoplanet.eu/catalog/kepler-307_c/,,,,,,-2.8,,,-13.1,,,,,,,
1351,Kepler-308,b,Transit,2,9.694928,0.00009,-0.00009,0,,,,,,,,,0.189,0.091,-0.091,0,,,,,,,,,19h43m08.44s,295.785156,+40d26m22.4s,40.439548,,,,,5895,200,0,0,,,,,0.94,0.45,0,0,,,Kepler-308 b,1,0,0,0,0,0,,,,,2.12,1.02,-1.02,0,0.1087,0.0056,-0.0056,0,2014,3,0,http://exoplanet.eu/catalog/kepler-308_b/,http://exoplanets.org/detail/Kepler-308_b,,,,,-15.6,,,5.5,,,,,,,
1352,Kepler-308,c,Transit,2,15.38231,0.000171,-0.000171,0,,,,,,,,,0.193,0.093,-0.093,0,,,,,,,,,19h43m08.44s,295.785156,+40d26m22.4s,40.439548,,,,,5895,200,0,0,,,,,0.94,0.45,0,0,,,Kepler-308 c,1,0,0,0,0,0,,,,,2.16,1.04,-1.04,0,0.1646,0.0065,-0.0065,0,2014,3,0,http://exoplanet.eu/catalog/kepler-308_c/,http://exoplanets.org/detail/Kepler-308_c,,,,,-15.6,,,5.5,,,,,,,
1353,Kepler-309,b,Transit,2,5.923653,0.000028,-0.000028,0,,,,,,,,,0.139,0.012,-0.012,0,,,,,,,,,19h50m02.37s,297.509857,+46d57m40.6s,46.961281,,,,,4713,100,0,0,,,,,0.72,0.04,0,0,,,Kepler-309 b,1,0,0,0,0,0,,,,,1.56,0.14,-0.14,0,0.1161,0.0033,-0.0033,0,2014,3,0,http://exoplanet.eu/catalog/kepler-309_b/,http://exoplanets.org/detail/Kepler-309_b,,,,,10,,,36,,,,,,,
1354,Kepler-309,c,Transit,2,105.356383,0.000857,-0.000857,0,,,,,,,,,0.224,0.016,-0.016,0,,,,,,,,,19h50m02.37s,297.509857,+46d57m40.6s,46.961281,,,,,4713,100,0,0,,,,,0.72,0.04,0,0,,,Kepler-309 c,1,0,0,0,0,0,,,,,2.51,0.18,-0.18,0,0.1524,0.007,-0.007,0,2014,3,0,http://exoplanet.eu/catalog/kepler-309_c/,http://exoplanets.org/detail/Kepler-309_c,,,,,10,,,36,,,,,,,
1355,Kepler-310,b,Transit,3,13.930698,0.000108,-0.000108,0,,,,,,,,,0.106,0.05,-0.05,0,,,,,,,,,19h15m21.45s,288.839355,+46d59m12.3s,46.986744,,,,,5797,200,0,0,0.85,,0,0,0.88,0.41,0,0,,,Kepler-310 b,1,0,0,0,0,0,,,,,1.19,0.56,-0.56,0,0.0877,0.0063,-0.0063,0,2014,3,0,http://exoplanet.eu/catalog/kepler-310_b/,http://exoplanets.org/detail/Kepler-310_b,,,,,,,,,,,,,,,
1356,Kepler-310,c,Transit,3,56.47542,0.000207,-0.000207,0,,,,,,,,,0.302,0.141,-0.141,0,,,,,,,,,19h15m21.45s,288.839355,+46d59m12.3s,46.986744,,,,,5797,200,0,0,0.85,,0,0,0.88,0.41,0,0,,,Kepler-310 c,1,0,0,0,0,0,,,,,3.38,1.58,-1.58,0,0.2555,0.0087,-0.0087,0,2014,3,0,http://exoplanet.eu/catalog/kepler-310_c/,http://exoplanets.org/detail/Kepler-310_c,,,,,,,,,,,,,,,
1357,Kepler-310,d,Transit,3,92.876125,0.000785,-0.000785,0,,,,,,,,,0.22,0.103,-0.103,0,,,,,,,,,19h15m21.45s,288.839355,+46d59m12.3s,46.986744,,,,,5797,200,0,0,0.85,,0,0,0.88,0.41,0,0,,,Kepler-310 d,1,0,0,0,0,0,,,,,2.47,1.15,-1.15,0,0.2969,0.007,-0.007,0,2014,3,0,http://exoplanet.eu/catalog/kepler-310_d/,http://exoplanets.org/detail/Kepler-310_d,,,,,,,,,,,,,,,
1358,Kepler-311,b,Transit,2,9.176092,0.000057,-0.000057,0,,,,,,,,,0.152,0.029,-0.029,0,,,,,,,,,18h48m14.71s,282.061279,+47d05m07.8s,47.085491,,,,,5905,131,0,0,1.06,,0,0,1.19,0.23,0,0,,,Kepler-311 b,1,0,0,0,0,0,,,,,1.7,0.33,-0.33,0,0.1809,0.0046,-0.0046,0,2014,3,0,http://exoplanet.eu/catalog/kepler-311_b/,http://exoplanets.org/detail/Kepler-311_b,,,,,,,,,,,,,,,
1359,Kepler-311,c,Transit,2,19.738286,0.000205,-0.000205,0,,,,,,,,,0.128,0.025,-0.025,0,,,,,,,,,18h48m14.71s,282.061279,+47d05m07.8s,47.085491,,,,,5905,131,0,0,1.06,,0,0,1.19,0.23,0,0,,,Kepler-311 c,1,0,0,0,0,0,,,,,1.43,0.28,-0.28,0,0.2025,0.0075,-0.0075,0,2014,3,0,http://exoplanet.eu/catalog/kepler-311_c/,http://exoplanets.org/detail/Kepler-311_c,,,,,,,,,,,,,,,
1360,Kepler-312,b,Transit,2,1.772419,0.000012,-0.000012,0,,,,,,,,,0.115,0.022,-0.022,0,,,,,,,,,19h53m34.99s,298.395782,+42d27m35.1s,42.459755,,,,,6115,100,0,0,1.23,,0,0,1.47,0.28,0,0,,,Kepler-312 b,1,0,0,0,0,0,,,,,1.29,0.25,-0.25,0,0.1022,0.0046,-0.0046,0,2014,3,0,http://exoplanet.eu/catalog/kepler-312_b/,http://exoplanets.org/detail/Kepler-312_b,,,,,-0.2,,,1.9,,,,,,,
1361,Kepler-312,c,Transit,2,19.747412,0.000068,-0.000068,0,,,,,,,,,0.281,0.054,-0.054,0,,,,,,,,,19h53m34.99s,298.395782,+42d27m35.1s,42.459755,,,,,6115,100,0,0,1.23,,0,0,1.47,0.28,0,0,,,Kepler-312 c,1,0,0,0,0,0,,,,,3.15,0.61,-0.61,0,0.1407,0.0028,-0.0028,0,2014,3,0,http://exoplanet.eu/catalog/kepler-312_c/,http://exoplanets.org/detail/Kepler-312_c,,,,,-0.2,,,1.9,,,,,,,
1362,Kepler-313,b,Transit,2,14.970418,0.000114,-0.000114,0,,,,,,,,,0.226,0.028,-0.028,0,,,,,,,,,19h53m10.78s,298.294922,+48d46m31.7s,48.775459,,,,,5727,100,0,0,0.9,,0,0,1.54,0.16,0,0,,,Kepler-313 b,1,0,0,0,0,0,,,,,2.53,0.31,-0.31,0,0.2441,0.0058,-0.0058,0,2014,3,0,http://exoplanet.eu/catalog/kepler-313_b/,http://exoplanets.org/detail/Kepler-313_b,,,,,,,,,,,,,,,
1363,Kepler-313,c,Transit,2,32.273273,0.000819,-0.000819,0,,,,,,,,,0.229,0.037,-0.037,0,,,,,,,,,19h53m10.78s,298.294922,+48d46m31.7s,48.775459,,,,,5727,100,0,0,0.9,,0,0,1.54,0.16,0,0,,,Kepler-313 c,1,0,0,0,0,0,,,,,2.57,0.42,-0.42,0,0.2713,0.016,-0.016,0,2014,3,0,http://exoplanet.eu/catalog/kepler-313_c/,http://exoplanets.org/detail/Kepler-313_c,,,,,,,,,,,,,,,
1364,Kepler-314,b,Transit,2,2.461069,0.000013,-0.000013,0,,,,,,,,,0.074,0.011,-0.011,0,,,,,,,,,19h38m41.78s,294.674103,+42d04m32.1s,42.075588,,,,,5378,100,0,0,1.02,,0,0,0.95,0.14,0,0,,,Kepler-314 b,1,0,0,0,0,0,,,,,0.83,0.12,-0.12,0,0.0955,0.0035,-0.0035,0,2014,3,0,http://exoplanet.eu/catalog/kepler-314_b/,http://exoplanets.org/detail/Kepler-314_b,,,,,7,,,8.6,,,,,,,
1365,Kepler-314,c,Transit,2,5.960392,0.000005,-0.000005,0,,,,,,,,,0.259,0.038,-0.038,0,,,,,,,,,19h38m41.78s,294.674103,+42d04m32.1s,42.075588,,,,,5378,100,0,0,1.02,,0,0,0.95,0.14,0,0,,,Kepler-314 c,1,0,0,0,0,0,,,,,2.9,0.43,-0.43,0,0.1152,0.0016,-0.0016,0,2014,3,0,http://exoplanet.eu/catalog/kepler-314_c/,http://exoplanets.org/detail/Kepler-314_c,,,,,7,,,8.6,,,,,,,
1366,Kepler-315,b,Transit,2,96.101141,0.000918,-0.000918,0,,,,,,,,,0.336,0.07,-0.07,0,,,,,,,,,19h52m05.54s,298.023102,+43d21m48.7s,43.363522,,,,,5796,108,0,0,0.78,,0,0,1.04,0.2,0,0,,,Kepler-315 b,1,0,0,0,0,0,,,,,3.77,0.78,-0.78,0,0.3483,0.0058,-0.0058,0,2014,3,0,http://exoplanet.eu/catalog/kepler-315_b/,http://exoplanets.org/detail/Kepler-315_b,,,,,,,,,,,,,,,
1367,Kepler-315,c,Transit,2,265.469335,0.006223,-0.006223,0,,,,,,,,,0.37,0.086,-0.086,0,,,,,,,,,19h52m05.54s,298.023102,+43d21m48.7s,43.363522,,,,,5796,108,0,0,0.78,,0,0,1.04,0.2,0,0,,,Kepler-315 c,1,0,0,0,0,0,,,,,4.15,0.96,-0.96,0,0.4243,0.0249,-0.0249,0,2014,3,0,http://exoplanet.eu/catalog/kepler-315_c/,http://exoplanets.org/detail/Kepler-315_c,,,,,,,,,,,,,,,
1368,Kepler-316,b,Transit,2,2.240508,0.000006,-0.000006,0,,,,,,,,,0.095,0.01,-0.01,0,,,,,,,,,19h23m18.24s,290.826019,+44d11m02.8s,44.184109,,,,,4204,200,0,0,0.53,,0,0,0.52,0.05,0,0,,,Kepler-316 b,1,0,0,0,0,0,,,,,1.06,0.11,-0.11,0,0.0579,0.0023,-0.0023,0,2014,3,0,http://exoplanet.eu/catalog/kepler-316_b/,http://exoplanets.org/detail/Kepler-316_b,,,,,,,,,,,,,,,
1369,Kepler-316,c,Transit,2,6.827766,0.000034,-0.000034,0,,,,,,,,,0.103,0.011,-0.011,0,,,,,,,,,19h23m18.24s,290.826019,+44d11m02.8s,44.184109,,,,,4204,200,0,0,0.53,,0,0,0.52,0.05,0,0,,,Kepler-316 c,1,0,0,0,0,0,,,,,1.16,0.12,-0.12,0,0.1008,0.0213,-0.0213,0,2014,3,0,http://exoplanet.eu/catalog/kepler-316_c/,http://exoplanets.org/detail/Kepler-316_c,,,,,,,,,,,,,,,
1370,Kepler-317,b,Transit,2,5.524242,0.000027,-0.000027,0,,,,,,,,,0.186,0.086,-0.086,0,,,,,,,,,19h39m46.53s,294.943878,+39d01m55.4s,39.032063,,,,,5497,200,0,0,0.95,,0,0,0.94,0.43,0,0,,,Kepler-317 b,1,0,0,0,0,0,,,,,2.09,0.96,-0.96,0,0.1113,0.0045,-0.0045,0,2014,3,0,http://exoplanet.eu/catalog/kepler-317_b/,http://exoplanets.org/detail/Kepler-317_b,,,,,3,,,-8,,,,,,,
1371,Kepler-317,c,Transit,2,8.77501,0.000113,-0.000113,0,,,,,,,,,0.153,0.07,-0.07,0,,,,,,,,,19h39m46.53s,294.943878,+39d01m55.4s,39.032063,,,,,5497,200,0,0,0.95,,0,0,0.94,0.43,0,0,,,Kepler-317 c,1,0,0,0,0,0,,,,,1.72,0.79,-0.79,0,0.119,0.01,-0.01,0,2014,3,0,http://exoplanet.eu/catalog/kepler-317_c/,http://exoplanets.org/detail/Kepler-317_c,,,,,3,,,-8,,,,,,,
1372,Kepler-318,b,Transit,2,4.662715,0.000003,-0.000003,0,,,,,,,,,0.42,0.074,-0.074,0,,,,,,,,,19h53m55.88s,298.482819,+46d47m37.0s,46.793617,,,,,5746,100,0,0,1.05,,0,0,1.19,0.21,0,0,,,Kepler-318 b,1,0,0,0,0,0,,,,,4.71,0.83,-0.83,0,0.1144,0.0005,-0.0005,0,2014,3,0,http://exoplanet.eu/catalog/kepler-318_b/,http://exoplanets.org/detail/Kepler-318_b,,,,,,,,,,,,,,,
1373,Kepler-318,c,Transit,2,11.815007,0.00002,-0.00002,0,,,,,,,,,0.328,0.058,-0.058,0,,,,,,,,,19h53m55.88s,298.482819,+46d47m37.0s,46.793617,,,,,5746,100,0,0,1.05,,0,0,1.19,0.21,0,0,,,Kepler-318 c,1,0,0,0,0,0,,,,,3.68,0.65,-0.65,0,0.1065,0.0016,-0.0016,0,2014,3,0,http://exoplanet.eu/catalog/kepler-318_c/,http://exoplanets.org/detail/Kepler-318_c,,,,,,,,,,,,,,,
1374,Kepler-319,b,Transit,3,4.362705,0.000009,-0.000009,0,,,,,,,,,0.145,0.021,-0.021,0,,,,,,,,,19h15m14.87s,288.811951,+39d46m14.4s,39.770657,,,,,5526,100,0,0,1.29,,0,0,0.9,0.12,0,0,,,Kepler-319 b,1,0,0,0,0,0,,,,,1.63,0.23,-0.23,0,0.0914,0.0017,-0.0017,0,2014,3,0,http://exoplanet.eu/catalog/kepler-319_b/,http://exoplanets.org/detail/Kepler-319_b,,,,,10,,,2.9,,,,,,,
1375,Kepler-319,c,Transit,3,6.941357,0.000007,-0.000007,0,,,,,,,,,0.235,0.033,-0.033,0,,,,,,,,,19h15m14.87s,288.811951,+39d46m14.4s,39.770657,,,,,5526,100,0,0,1.29,,0,0,0.9,0.12,0,0,,,Kepler-319 c,1,0,0,0,0,0,,,,,2.63,0.37,-0.37,0,0.0746,0.0012,-0.0012,0,2014,3,0,http://exoplanet.eu/catalog/kepler-319_c/,http://exoplanets.org/detail/Kepler-319_c,,,,,10,,,2.9,,,,,,,
1376,Kepler-319,d,Transit,3,31.781925,0.000105,-0.000105,0,,,,,,,,,0.204,0.031,-0.031,0,,,,,,,,,19h15m14.87s,288.811951,+39d46m14.4s,39.770657,,,,,5526,100,0,0,1.29,,0,0,0.9,0.12,0,0,,,Kepler-319 d,1,0,0,0,0,0,,,,,2.29,0.35,-0.35,0,0.161,0.0027,-0.0027,0,2014,3,0,http://exoplanet.eu/catalog/kepler-319_d/,http://exoplanets.org/detail/Kepler-319_d,,,,,10,,,2.9,,,,,,,
1377,Kepler-320,b,Transit,2,8.371554,0.000162,-0.000162,0,,,,,,,,,0.102,0.048,-0.048,0,,,,,,,,,19h32m51.25s,293.213562,+46d10m30.5s,46.175125,,,,,6435,200,0,0,,,,,1.11,0.52,0,0,,,Kepler-320 b,1,0,0,0,0,0,,,,,1.14,0.54,-0.54,0,0.1683,0.0162,-0.0162,0,2014,3,0,http://exoplanet.eu/catalog/kepler-320_b/,http://exoplanets.org/detail/Kepler-320_b,,,,,,,,,,,,,,,
1378,Kepler-320,c,Transit,2,17.934937,0.000281,-0.000281,0,,,,,,,,,0.122,0.057,-0.057,0,,,,,,,,,19h32m51.25s,293.213562,+46d10m30.5s,46.175125,,,,,6435,200,0,0,,,,,1.11,0.52,0,0,,,Kepler-320 c,1,0,0,0,0,0,,,,,1.37,0.64,-0.64,0,0.2192,0.0129,-0.0129,0,2014,3,0,http://exoplanet.eu/catalog/kepler-320_c/,http://exoplanets.org/detail/Kepler-320_c,,,,,,,,,,,,,,,
1379,Kepler-321,b,Transit,2,4.915379,0.00001,-0.00001,0,,,,,,,,,0.158,0.03,-0.03,0,,,,,,,,,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,,,,,5740,100,0,0,1.01,,0,0,1.19,0.23,0,0,,,Kepler-321 b,1,0,0,0,0,0,,,,,1.77,0.34,-0.34,0,0.1135,0.0015,-0.0015,0,2014,3,0,http://exoplanet.eu/catalog/kepler-321_b/,http://exoplanets.org/detail/Kepler-321_b,,,,,,,,,,,,,,,
1380,Kepler-321,c,Transit,2,13.093921,0.000024,-0.000024,0,,,,,,,,,0.207,0.04,-0.04,0,,,,,,,,,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,,,,,5740,100,0,0,1.01,,0,0,1.19,0.23,0,0,,,Kepler-321 c,1,0,0,0,0,0,,,,,2.32,0.45,-0.45,0,0.0892,0.0013,-0.0013,0,2014,3,0,http://exoplanet.eu/catalog/kepler-321_c/,http://exoplanets.org/detail/Kepler-321_c,,,,,,,,,,,,,,,
1381,Kepler-322,b,Transit,2,1.653888,0.000006,-0.000006,0,,,,,,,,,0.09,0.01,-0.01,0,,,,,,,,,18h45m23.72s,281.348816,+44d17m42.9s,44.295242,,,,,5388,100,0,0,0.91,,0,0,0.89,0.1,0,0,,,Kepler-322 b,1,0,0,0,0,0,,,,,1.01,0.11,-0.11,0,0.0697,0.0027,-0.0027,0,2014,3,0,http://exoplanet.eu/catalog/kepler-322_b/,http://exoplanets.org/detail/Kepler-322_b,,,,,,,,,,,,,,,
1382,Kepler-322,c,Transit,2,4.337234,0.000009,-0.000009,0,,,,,,,,,0.149,0.016,-0.016,0,,,,,,,,,18h45m23.72s,281.348816,+44d17m42.9s,44.295242,,,,,5388,100,0,0,0.91,,0,0,0.89,0.1,0,0,,,Kepler-322 c,1,0,0,0,0,0,,,,,1.67,0.18,-0.18,0,0.1023,0.0015,-0.0015,0,2014,3,0,http://exoplanet.eu/catalog/kepler-322_c/,http://exoplanets.org/detail/Kepler-322_c,,,,,,,,,,,,,,,
1383,Kepler-323,b,Transit,2,1.678327,0.000003,-0.000003,0,,,,,,,,,0.128,0.025,-0.025,0,,,,,,,,,19h25m31.74s,291.382233,+38d07m38.9s,38.127472,,,,,5987,150,0,0,1.09,,0,0,1.18,0.23,0,0,,,Kepler-323 b,1,0,0,0,0,0,,,,,1.43,0.28,-0.28,0,0.0983,0.0014,-0.0014,0,2014,3,0,http://exoplanet.eu/catalog/kepler-323_b/,http://exoplanets.org/detail/Kepler-323_b,,,,,11.3,,,2.3,,,,,,,
1384,Kepler-323,c,Transit,2,3.553822,0.000008,-0.000008,0,,,,,,,,,0.145,0.029,-0.029,0,,,,,,,,,19h25m31.74s,291.382233,+38d07m38.9s,38.127472,,,,,5987,150,0,0,1.09,,0,0,1.18,0.23,0,0,,,Kepler-323 c,1,0,0,0,0,0,,,,,1.63,0.32,-0.32,0,0.1271,0.0015,-0.0015,0,2014,3,0,http://exoplanet.eu/catalog/kepler-323_c/,http://exoplanets.org/detail/Kepler-323_c,,,,,11.3,,,2.3,,,,,,,
1385,Kepler-324,b,Transit,2,4.385315,0.000025,-0.000025,0,,,,,,,,,0.102,0.01,-0.01,0,,,,,,,,,19h05m53.15s,286.471466,+49d38m56.5s,49.649021,,,,,5194,100,0,0,0.86,,0,0,0.84,0.07,0,0,,,Kepler-324 b,1,0,0,0,0,0,,,,,1.14,0.11,-0.11,0,0.1037,0.0043,-0.0043,0,2014,3,0,http://exoplanet.eu/catalog/kepler-324_b/,http://exoplanets.org/detail/Kepler-324_b,,,,,,,,,,,,,,,
1386,Kepler-324,c,Transit,2,51.805612,0.000314,-0.000314,0,,,,,,,,,0.281,0.029,-0.029,0,,,,,,,,,19h05m53.15s,286.471466,+49d38m56.5s,49.649021,,,,,5194,100,0,0,0.86,,0,0,0.84,0.07,0,0,,,Kepler-324 c,1,0,0,0,0,0,,,,,3.15,0.33,-0.33,0,0.2745,0.0063,-0.0063,0,2014,3,0,http://exoplanet.eu/catalog/kepler-324_c/,http://exoplanets.org/detail/Kepler-324_c,,,,,,,,,,,,,,,
1387,Kepler-325,b,Transit,3,4.544439,0.000008,-0.000008,0,,,,,,,,,0.26,0.128,-0.128,0,,,,,,,,,19h19m20.51s,289.835449,+49d49m32.3s,49.825626,,,,,5752,200,0,0,0.87,,0,0,1,0.5,0,0,,,Kepler-325 b,1,0,0,0,0,0,,,,,2.91,1.44,-1.44,0,0.0732,0.0016,-0.0016,0,2014,3,0,http://exoplanet.eu/catalog/kepler-325_b/,http://exoplanets.org/detail/Kepler-325_b,,,,,,,,,,,,,,,
1388,Kepler-325,c,Transit,3,12.762172,0.000064,-0.000064,0,,,,,,,,,0.227,0.112,-0.112,0,,,,,,,,,19h19m20.51s,289.835449,+49d49m32.3s,49.825626,,,,,5752,200,0,0,0.87,,0,0,1,0.5,0,0,,,Kepler-325 c,1,0,0,0,0,0,,,,,2.54,1.26,-1.26,0,0.0766,0.0043,-0.0043,0,2014,3,0,http://exoplanet.eu/catalog/kepler-325_c/,http://exoplanets.org/detail/Kepler-325_c,,,,,,,,,,,,,,,
1389,Kepler-325,d,Transit,3,38.715185,0.00022,-0.00022,0,,,,,,,,,0.249,0.124,-0.124,0,,,,,,,,,19h19m20.51s,289.835449,+49d49m32.3s,49.825626,,,,,5752,200,0,0,0.87,,0,0,1,0.5,0,0,,,Kepler-325 d,1,0,0,0,0,0,,,,,2.79,1.39,-1.39,0,0.1441,0.0047,-0.0047,0,2014,3,0,http://exoplanet.eu/catalog/kepler-325_d/,http://exoplanets.org/detail/Kepler-325_d,,,,,,,,,,,,,,,
1390,Kepler-326,b,Transit,3,2.248329,0.000004,-0.000004,0,,,,,,,,,0.136,0.014,-0.014,0,,,,,,,,,19h37m18.13s,294.325531,+46d00m08.1s,46.002254,,,,,5105,100,0,0,0.98,,0,0,0.8,0.05,0,0,,,Kepler-326 b,1,0,0,0,0,0,,,,,1.52,0.16,-0.16,0,0.0863,0.0013,-0.0013,0,2014,3,0,http://exoplanet.eu/catalog/kepler-326_b/,http://exoplanets.org/detail/Kepler-326_b,,,,,,,,,,,,,,,
1391,Kepler-326,c,Transit,3,4.580358,0.00001,-0.00001,0,,,,,,,,,0.125,0.009,-0.009,0,,,,,,,,,19h37m18.13s,294.325531,+46d00m08.1s,46.002254,,,,,5105,100,0,0,0.98,,0,0,0.8,0.05,0,0,,,Kepler-326 c,1,0,0,0,0,0,,,,,1.4,0.1,-0.1,0,0.0892,0.0017,-0.0017,0,2014,3,0,http://exoplanet.eu/catalog/kepler-326_c/,http://exoplanets.org/detail/Kepler-326_c,,,,,,,,,,,,,,,
1392,Kepler-326,d,Transit,3,6.766888,0.000023,-0.000023,0,,,,,,,,,0.108,0.008,-0.008,0,,,,,,,,,19h37m18.13s,294.325531,+46d00m08.1s,46.002254,,,,,5105,100,0,0,0.98,,0,0,0.8,0.05,0,0,,,Kepler-326 d,1,0,0,0,0,0,,,,,1.21,0.09,-0.09,0,0.068,0.0027,-0.0027,0,2014,3,0,http://exoplanet.eu/catalog/kepler-326_d/,http://exoplanets.org/detail/Kepler-326_d,,,,,,,,,,,,,,,
1393,Kepler-327,b,Transit,3,2.549575,0.000006,-0.000006,0,,,,,,,,,0.099,0.004,-0.004,0,,,,,,,,,19h30m34.17s,292.642365,+44d05m15.6s,44.087673,,,,,3799,100,0,0,0.55,,0,0,0.49,0.02,0,0,,,Kepler-327 b,1,0,0,0,0,0,,,,,1.11,0.05,-0.05,0,0.0695,0.0018,-0.0018,0,2014,3,0,http://exoplanet.eu/catalog/kepler-327_b/,http://exoplanets.org/detail/Kepler-327_b,,,,,,,,,,,,,,,
1394,Kepler-327,c,Transit,3,5.212333,0.000019,-0.000019,0,,,,,,,,,0.092,0.004,-0.004,0,,,,,,,,,19h30m34.17s,292.642365,+44d05m15.6s,44.087673,,,,,3799,100,0,0,0.55,,0,0,0.49,0.02,0,0,,,Kepler-327 c,1,0,0,0,0,0,,,,,1.03,0.05,-0.05,0,0.0887,0.0027,-0.0027,0,2014,3,0,http://exoplanet.eu/catalog/kepler-327_c/,http://exoplanets.org/detail/Kepler-327_c,,,,,,,,,,,,,,,
1395,Kepler-327,d,Transit,3,13.969457,0.000031,-0.000031,0,,,,,,,,,0.154,0.009,-0.009,0,,,,,,,,,19h30m34.17s,292.642365,+44d05m15.6s,44.087673,,,,,3799,100,0,0,0.55,,0,0,0.49,0.02,0,0,,,Kepler-327 d,1,0,0,0,0,0,,,,,1.73,0.1,-0.1,0,0.0587,0.0025,-0.0025,0,2014,3,0,http://exoplanet.eu/catalog/kepler-327_d/,http://exoplanets.org/detail/Kepler-327_d,,,,,,,,,,,,,,,
1396,Kepler-328,b,Transit,2,34.921,,,0,,,,,0.09,0.041,-0.039,0,0.205,0.086,-0.021,0,,,,,,,,,19h43m14.23s,295.809296,+40d00m30.6s,40.008503,,,,,5914,,0,0,1.15,0.22,0,0,1.06,0.44,0,0,,,Kepler-328 b,1,0,0,0,0,0,28.5,12.9,-12.3,0,2.3,0.96,-0.23,0,,,,,2013,3,0,http://exoplanet.eu/catalog/kepler-328_b/,,,,,,-5.9,,,-17.7,,,,,,,
1397,Kepler-328,c,Transit,2,71.312,,,0,,,,,0.124,0.043,-0.04,0,0.482,0.2,-0.048,0,,,,,,,,,19h43m14.23s,295.809296,+40d00m30.6s,40.008503,,,,,5914,,0,0,1.15,0.22,0,0,1.06,0.44,0,0,,,Kepler-328 c,1,0,0,0,0,0,39.4,13.6,-12.6,0,5.4,2.24,-0.54,0,,,,,2013,3,0,http://exoplanet.eu/catalog/kepler-328_c/,,,,,,-5.9,,,-17.7,,,,,,,
